Program Acronym,Program Full Name,User Facility Acronym,User Facility Full Name,User Facility Host Institution Acronym,User Facility Host Institution Name,Project/Experiment Title,Project/Experiment Type,Home Institution Name,Home Institution City,Home Institution State/Province/Territory,Home Institution Country,Industry?,Home Institution Type
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,DigiLab Solutions Ltd,Exeter,,United Kingdom,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,Fiat Lux LLC,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,Next Step Fusion,Luxembourg,Luxembourg,Luxembourg,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,Fiat Lux LLC,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,Fiat Lux LLC,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,Kalling Software,Kirkland,WA,United States,Yes,Small Business
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,c42x,Amsterdam,North Holland,Netherlands,Yes,Non-U.S. Small Business
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,Nexus Fusion,Bletchley,,Estonia,Yes,Non-U.S. Small Business
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,Tokamak Energy Ltd.,Abingdon,South East England,United Kingdom,Yes,Non-U.S. Small Business
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,Helion ENergy,Everett,WA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
